,School,Comment
865,Pierce College-Puyallup,more checking in on students’ mental health and easy access to resources
866,Waubonsee Community College,i think the aspects that need more attention are depression and grieving
867,University of Nebraska-Lincoln,"i think we have counselors, but otherwise, i don't know these resources."
868,University of Alabama at Birmingham,telecounseling is working well. making appointments can be a bit difficult. 
869,University of Mary Hardin-Baylor,i do not use any because i worry about being judged. 
870,University of Nebraska-Lincoln,"i do not use on campus services, i see a private therapist."
871,Texas A&M,i don’t know much about the college’s resources so maybe more advertising.
872,Temple,i have never used the school’s mental health or wellness services. 
873,Wright State,need more staff so the wait list and not super long 
874,Williams,"ive heard iws is good, but i don’t really know otherwise"
875,UT Dallas,being able to take more mental breaks from course load. 
876,Rowan,don't know.  we have a bad reputation for mental health
877,Bradley University,none. we have resources but they have shown to be inadequate
878,Utah,i think all aspects can work to improve the current state
879,UTK,"counselling is good, but we need more if them for students."
880,Notre Dame,the counselors are great but there are not enough of them
881,New York University,"short term counseling is good, but no options for long term"
882,New Jersey Institute of Technology,well i think the counselling is good and advisors do care.
883,Mercer ,my current counselor at caps is good at what he does.
884,University of Arizona,i haven’t used any of the resources so i don’t know
885,Columbia,couldn't say-i don't really use them since they're not very good
886,Purdue University-Main Campus,i don’t think my university gives the attention that it deserves
887,Arizona State,i have no idea what they have available to me 
888,University of Hawaii at Manoa,i have not utilized the services provided through my university. 
889,George Fox University,"more qualified people counseling on campus, not just practicing grad students."
890,MIT,none worked well; needs a new head of mental health 
891,Utah,i am not sure. i have not used campus wellness services.
892,UC Berkeley,the mental health services included in the school insurance is nice.
893,Mercer ,the counseling center is pretty good and i use it somerimes
894,Siena College,i am not sure as i have not utilized the services.
895,UB,the fact that we are able to make appointments is great
896,Barnard,a lot people dont know much about wellness program on campus
897,Arizona State,"health service physicians are very helpful, would like more group therapy"
898,San Diego State University,i wouldn't really know what works well or what needs attention.
899,University of Alabama at Birmingham,"i’m not sure, but there are way too few virtual options"
900,New York University,i haven't really taken advantage of the resources available to me.
901,Bates College,caps is good. mental health groups to connect might be helpful.
902,Youngstown State University,"i have no clue what is going on, at ysu anymore."
903,Kent State University,"on site counselors

activities scheduled throughout week like therapy dogs on campus"
904,Oregon,telecounseling but i wish there was more options for longer term
905,Macalester College,the availability of in person counseling appointments are too limited. 
906,Carnegie Mellon,"caps
more attention to make services more appealing for students to attend"
907,Penn State,i think there is counseling that help to support the students
908,Muhlenberg College,athletes mental health should be checked on a lot more. 
909,Montana State University,we need more long-term counseling services. 6 sessions is not enough.
910,UC Berkeley,more activities for everybody that can just go chill and relax
911,Citrus College,i really appreciate all the counselors here at citrus college! 
912,Gwinnett Technical College,"things geared towards stressors like faith, sexuality, and other conflicts "
913,Lansing Community College,i do not know. i have yet to use their services
914,Germanna Community College,none of the services my college offers are useful to me
915,Columbus State Community College,communication with professors and customer service reps from financial aid office.
916,Oklahoma Baptist University,i know no services that are offered that are free. 
917,Johns Hopkins University,lack of staff for long-term mental health counseling needs attention.
918,Notre Dame,i don't use mental health services provided by my college.
919,UMich,i think the advertising for mental health services is effective
920,Grinnell College,shaw is fine but counseling is nearly impossible to book
921,Texas Tech University,i have not used any health services at my school
922,UT Dallas,"i'm not sure, i am not a mental health expert."
923,UB,unsure as i don’t use on campus mental health resources
924,University of Arizona,there just needs to be more advertisement of services 
925,Arizona State,health services are being a big help in the college
926,Arizona State,"i haven't used them, so i can't be entirely sure."
927,Boston University,"i don’t know, i haven’t used the schools health/wellness services"
928,Emory,there is no communication and inaccessibility to receive resources. 
929,Ohio State,i’m not sure. i’m the mentally healthiest person i know
930,University of Kansas,none that i am aware of; more service options 
931,UC Berkeley,support groups work well. anonymity is a little more difficult
932,UConn,nothing is working well shaw is a waste of time
933,Ohio State,i have not used any of the schools services. 
934,Carthage College,none of them work well. every aspect needs more attention
935,Arizona State,i have not used any of the college services 
936,University of Delaware,counseling is good and free but could use a psychiatrist
937,UC Davis,i'm not sure i have not really looked into it.
938,Mizzou,i don't know why do i have to answer this
939,Arizona State,not currently utilizing any services or supports from my college.
940,Virginia,there needs to be support for anxiety and depression. 
941,Arizona State,i don't have enough experience to evaluate the services. 
942,Arizona State,i have never used college mental health or wellness services.
943,UB,the grief and counseling center are both doing well. 
944,Arizona State,i haven’t used it so i would not know. 
945,University of Central Florida,the ability to choose between telehealth sessions or in-person sessions.
946,Kent State University,the amount of services is great. the quality is horrible
947,West Virginia University,the metal health center needs more staffing for more availability
948,Colorado State,therapy services to students are accessible but appointments are limited
949,DePaul University,counselors are good but maybe more expansion on psychiatrist 
950,Virginia,they did not work well but i managed by myself
951,University of Arizona,i’m not sure. i am unsure of the options available.
952,University of Nebraska-Lincoln,big red wellbeing is doing well. caps needs more attention.
953,Fordham University,not sure of any / too shy to seek out
954,UT Austin,the mental health hotline we can call all the time
955,University of Alabama at Birmingham,they have the resources but arent fiving effective counseling 
956,Arizona State,that counselors are understanding and are willing to help. 
957,Arizona State,i feel like make it easier to schedule appointment. 
958,Arizona State,i really do not know much about these services 
959,UCLA,i haven’t explored the mental health services enough to know
960,University of Arkansas,i like caps on call and their let’s talk progeam
961,Virginia,i'm not entirely sure. i don't use any of them.
962,UTEP,it all depends what is going on around our community.
963,Barnard,there needs to be a more expansive program for counseling
964,Lehigh,some professors are lenient towards taking mental health days. 
965,Jefferson College,i don’t know enough about what they offer to say.
966,Central Maine Community College,nothing that i know of besides regular student counseling 
967,Naugatuck Valley Community College,the 24/hr virtual mental health is really helpful.  
968,Louisiana State University-Eunice,i’m not too sure. i have not used any 
969,Mott Community College,"not sure, never heard of/used any services provided by college"
970,San Bernardino Valley College,"groups on campus, along with over the phone counseling "
971,Arizona State,diagnosing and being able to prescribe medications to needed students.
972,Syracuse,we have no more mental health days. bring them back
973,Brigham Young University-Provo,more attention and direction on how we can get help
974,Johns Hopkins University,long term therapy is not available through my institution.
975,Stanford,caps does outreach well but services are largely unavailable.
976,UConn,"not entirely sure, i haven't used many of them"
977,UMass Amherst,i don’t know cause i haven’t used them 
978,University of Hawaii at Manoa,i've never used the services so i can't comment.
979,Carthage College,n/a. i do not seek help from the school
980,Virginia Commonwealth University,the vcu psychiatrist it’s fine but that’s about it
981,UT Dallas,"i am not sure, i have not seeked counseling."
982,IU,the current iupui wellness service is known as caps
983,Rowan,i think my school does the best they can
984,Arizona State,"i attend college online, so i’m not sure. "
985,Georgia Tech,need more counselors and staff for the care center
986,UIC,i have not used the university mental health resources
987,Barnard,i haven’t used any mental health services here yet
988,UCLA,i think we need more affordable mental health options.
989,Harvard,inaccessible. should be a modernized system to seek help
990,University of Minnesota,the fact that they have a clinic is good
991,UB,i’m not sure because i never went to one.
992,UMich,i think caps could use more staff and funding
993,Barnard,i think furman needs more funds and support 
994,UT Austin,well going to go see a counselor is good.
995,Harvard,i think the school should have more diverse psychiatrists.
996,Oberlin,telehealth seems to be working well but is limited
997,UB,the professors don’t seem to take mental health seriously.
998,Arizona State,i feel that asu tele-communicaiton works very well. 
999,New York University,i'm not sure since i never used these services
1000,Arizona State,free counseling is great and should be continued. 
1001,UC Davis,i believe that their counseling are pretty good. 
1002,Youngstown State University,"i don’t know, i do not use the services."
1003,Cornell,i think they need more diverse mental health specialists.
1004,Yale,"services are wonderful, need to be more available "
1005,UC Berkeley,outreach and emails work fine. education about mental health
1006,Haverford College,caps program seems to be really helping students. 
1007,Oberlin,i don't know. they haven't done enough for me
1008,Haverford College,more attention needed for mental health aspects of students
1009,University of Arizona,i feel like there should be more student outreach
1010,UB,they have some framework in place to improve quickly.
1011,IU,i haven't experienced any of the mental health services
1012,University of Illinois at Urbana-Champaign,it’s nice that the counsels are pretty diverse 
1013,Northeastern Oklahoma A&M College,i really don't know much about the services offered.
1014,Wayne Community College,i’m not aware of any service offered currently 
1015,Housatonic Community College,i’m not sure i have not tried any 
1016,fdtc.edu,"not sure, i haven’t personally used these services. "
1017,Middlesex County College,there is none currently i can think of 
1018,Santiago Canyon College,i think they general aspect of counseling services 
1019,Hutchinson Community College,i am unaware of any mental health services. 
1020,University of Minnesota,more available counselors that aren't weeks out for appointments
1021,Georgia State University,not much can be said on that front. 
1022,Bob Jones University,sorry i’m not sure.  phone support maybe 
1023,Texas A&M,overall the access needs to be made easier 
1024,Texas A&M,the accessibility of services needs to be improved. 
1025,California Polytechnic State University-San Luis Obispo,i am not familiar enough with them. 
1026,Grand Canyon University,i have not used any of these services.
1027,Ohio State,i dont really know what my college offers
1028,Tufts,telecommunication services for counseling to make it anonymous
1029,Grinnell College,"nothing is working well.
the college is not helpful"
1030,Georgia,"affordable therapy options, need expansion for regular attendance"
1031,San Diego State University,i would say that eop has helped me
1032,UMich,u-m needs more therapists.  it's that simple.
1033,UMich,caps and wellness workshops are going well 
1034,UT Dallas,i don’t know. i never used the services
1035,Washington State,i have not used any services.  
1036,Spelman College,sessions go well. need more sessions more often.
1037,Arizona State,i think the mental health dept. is great
1038,Ohio State,having a therapist and having more appointments. 
1039,Skidmore College,i haven't used the on-campus wellness services. 
1040,Arizona State,spreading awareness about mental health options and counseling
1041,Haverford College,not sure. haven’t had any experience with them
1042,CU Boulder,online counseling; making it more anonymous or private
1043,Arizona State,i haven't used any so i'm not aware
1044,Michigan State University,it’s not bad but could be better 
1045,Arizona State,the counseling services could definitely use more attention
1046,UC Berkeley,i'm not sure since i don't use them.
1047,Youngstown State University,i have no idea what my school offers…
1048,University of Arizona,i am unsure due to not using them
1049,UB,it’s impossible to see an affordable trained therapist
1050,UB,counseling services are well. make it less taboo
1051,Arizona State,better mental health services for online students 
1052,Harvey Mudd College,mental health and wellness programs are working well
1053,Sewanee-The University of the South,caps in-person therapy has been a great help.
1054,UCLA,transparency and discourse surrounding mental health issues 
1055,UMich,the uhs system needs to be improved 
1056,Arizona State,i haven't gotten access so i'm not sure
1057,Ohio State,i never used any mental health wellness services
1058,UC Berkeley,"not sure, i have never used any services."
1059,University of Arizona,i believe the resources need to be shared
1060,UIC,less school work and relaxing on the weekend
1061,Stockton University,i think the program overall needs improvement 
1062,University of Washington,i dont know the process of it 
1063,Arizona State,"i’m not sure, i haven’t used any yet"
1064,Arizona State,"i don't see much, idk what is good"
1065,Syracuse,free services offered at the barnes center 
1066,Arizona State,more awareness on anxiety and undiagnosed adhd 
1067,Haverford College,i think the mental health services are good
1068,Penn State,i don’t know of any services to mention
1069,UIC,i have not used any mental health service
1070,Stony Brook University,i have not used any of those services.
1071,Iowa State University,i don't use my university mental health services
1072,GW,i think the counseling center is just understaffed
1073,Arizona State,not sure because i haven’t used these services.
1074,Florida International University,overall the campus should support more free meals
1075,Arizona State,not sure. haven’t used them or inquired 
1076,Siena College,i have not tried any college supported services
1077,Washington State,i have not utilized anything through my school
1078,CU Boulder,"i did counseling last year, it did help"
1079,Norco College,in person mental health counseling is working well
1080,Iowa Central Community College,the way roommates are assigned. roommates really help
1081,Barnard,i appreciate my professors telling me about furman
1082,Frederick Community College,i don’t know enough to give real input
1083,Rowan College at Burlington County,every one of them is going well. 
1084,Johnson County Community College,i don’t know. i’m not using any 
1085,Salt Lake Community College,the pricing on services is very helpful 
1086,Mission College,i don't know i never tried those services
1087,Brigham Young University-Provo,i don’t know. i haven’t used them. 
1088,CU Boulder,i don’t know about the resources 
1089,Binghamton,haven’t reciprocate any mental health consulting 
1090,UT Austin,for certain people the telehealth is great.
1091,University of Minnesota,good communication of what is available 
1092,UMich,too backed up. nobody can get appointments
1093,University of Arizona,on-campus health but they charge you 
1094,UConn,i would like to see more dogs
1095,Rutgers,availability i heard is s big problem
1096,Northwestern,"not sure, have never tried school programs"
1097,California State University-Chico,"i'm not sure, i haven't used any"
1098,University of Alaska,i’m unfamiliar with the campus resources 
1099,Boston University,non applicable. haven't partaken in such services.
1100,University of Massachusetts-Lowell,umatter2 club was a great creation 
1101,UC Santa Cruz,resources for off-campus psychiatry and wellness groups.
1102,Haverford College,i don’t have problem with mental health
1103,Arizona State,i don’t know i don’t go 
1104,Arizona State,none that i am aware of 
1105,UTC,i need accessible mental health support services.
1106,Arizona State,it's hard to find counseling services 
1107,Tufts,professors are understanding of mental health issues
1108,University of Arizona,spread more info on what's available 
1109,UC Davis,having extracurriculars that help develop support systems
1110,Arizona State,i didn’t know that we had any?
1111,Amherst,therapists who take patients more easily 
1112,University of Arkansas,i never hear much about the services
1113,UNCG, counseling sessions and mental health workshops.
1114,Barnard,better relationship with furman and academic departments
1115,Arizona State,free therapy services and on campus psychiatrist
1116,University of Central Florida,i believe that diversity is more needed.
1117,University of Arizona,more services for off campus students 
1118,UCLA,making caps very accessible and advertised 
1119,Hamilton College,i haven’t used the health resources. 
1120,San Diego State University,the counseling and social change department 
1121,Haverford College,i don’t know much about resources here
1122,Muhlenberg College,the therapists are not good at all
1123,Muhlenberg College,"communication was horrible, staff was wonderful though"
1124,Boston College,i don't know. i don't use them
1125,Stony Brook University,availability. needs to work on feeling safe
1126,Barnard,pressed to do well in school 
1127,UB,i’m not sure i haven’t used any
1128,Haverford College,i don't know i've never used caps
1129,Arizona State,on campus peer groups work the best
1130,Colorado School of Mines,i have not used any services. 
1131,UC Berkeley,communications regarding where to go if needed
1132,University of Central Florida,i have no experience with anything provided
1133,Haverford College,the stuff that oar does seems helpful
1134,George Mason University,counseling and psychological services are working well
1135,Arizona State,i am not too sure about this
1136,Alabama,honestly a better psychiatrist would be great
1137,University of Minnesota,i don’t know how to reach out
1138,Carnegie Mellon,not sure because i haven't used any
1139,UC Davis,student health and counseling (medical and psychology)
1140,UB,i don’t know enough about them 
1141,UC Davis,mental health counseling at the health center
1142,Syracuse,more free therapy services would be nice
1143,Rensselaer Polytechnic Institute,none from the college work at all.
1144,Arizona State,i like the physicians at health services
1145,Dartmouth,the availability of therapists is working well.
1146,Arizona State,i’m not sure; i haven’t used them.
1147,Haverford College,outreach is good but availability is not
1148,Pittsburgh Technical College,the college counselor is amazing to assist.
1149,College of Charleston,don't know what services are provided 
1150,University of Minnesota,the counseling services are accesible and good
1151,Western Wyoming Community College,i think health and wellness does great
1152,Iowa Central Community College,"emotions, and people just need to listen."
1153,Community College of Baltimore County,the overall well being of students 
1154,Houston Community College,"nothing i can think of, thanks "
1155,Santa Rosa Junior College,i like the virtual calls and zooms
1156,Sierra College,the counseling and eops are going well
1157,Hillsborough Community College,support groups for students on campus 
1158,Roane State Community College,the services seem to be working well
1159,Montgomery College,i don’t know about any services 
1160,Brookdale Community College,speaking with a counselor over the phone
1161,Front Range Community College,"hot line call, virtual talk. meeting. "
1162,Minnesota State College Southeast,i haven’t used or needed any services.
1163,Orangeburg Calhoun Technical College,programs to help students with mental conditions
1164,Notre Dame,simply creating more awareness would be good
1165,Michigan State University,just the student services center! ocat! 
1166,Vanguard University of Southern California,counseling is working very well for many
1167,Texas A&M,just more time slots for the hotlines
1168,UC Riverside,i like the emails notifiying of resources
1169,Georgia State University,i dont have a response for this
1170,Northwestern,stop giving student so much stress
1171,Oklahoma,"i don’t know, something ig "
1172,UMich,caps but waiting times are long
1173,Brandeis,counselors need to be more accessible
1174,UIC,i don't know what services 
1175,Howard University,resources are not widely available 
1176,UCLA,good therapist its just limited appointmens
1177,Morningside College,it all needs more attention 
1179,Harvard,i don’t know enough about them.
1180,Arizona State,haven’t used any support from college
1181,Stanford,i am always so impressed tbh
1182,IU,stressing out from certain situations. 
1183,UConn,amount of support dedicated per student
1184,Carthage College,support from the student community 
1185,Arizona State,working well: asu's counseling services https://eoss.asu.edu/counseling
1186,UConn,zoom calls with therapists on campus
1187,Tufts,hard to get help in crises
1188,Vassar College,i don’t know really  
1189,UCLA,none i am fine with them
1190,University of California-Santa Barbara,i have not used these services
1191,Binghamton,i haven't used my college's services.
1192,Arizona State,i didn’t need to seek help.
1193,Miami University,i dont know yet. havent used
1194,Arizona State,i have not used any services
1195,Amherst,working well: counselors. need more counselors
1196,UC Berkeley,online counseling for in-state students 
1197,UC Riverside,more sessions for all students 
1198,IU,therapy and access to medication 
1199,Sewanee-The University of the South,well: support for international students 
1200,Barnard,i am not sure about that
1201,University of Wisconsin-Madison,"publicity, informing students of available resources"
1202,Virginia Polytechnic Institute and State University,i am not currently seeking help
1203,Fordham University,counseling services as well as cstep
1204,Whittier College,i think individual counseling is well
1205,UC Riverside,i like caps and the well
1206,University of Maine,i don’t think anything is amazing
1207,Arizona State,asu health services was good. 
1208,Haverford College,more diversity in psychological services staff!
1209,Brigham Young University-Provo,not sure i haven’t used ir
1210,Carnegie Mellon,"i'm not sure, haven't used them."
1211,Virginia Commonwealth University,"advertising it, reaching out to students"
1212,Florida International University,i like how supportive professors are.
1213,Rice,the telehealth and pet mental health
1214,Barnard,"well: being available
poor: being temporary "
1215,University of Illinois at Urbana-Champaign,"i don’t know, everything is good."
1216,University of California-Santa Barbara,i do not have an answer.
1217,University of Alabama at Birmingham,i have not used any services.
1218,NC State,honestly they never have availability 
1219,Harvard,there needs to be more counselors
1220,CU Boulder,our caps program is pretty useless
1221,Utah,counseling and group wellness services. 
1222,Penn State,i personally have not used them
1223,Georgia,stem courses exam difficulty and workload
1224,Arizona State,"don't know, never used the services"
1225,University of Nebraska-Lincoln,"not sure, i haven't used any."
1226,Iowa Central Community College,i think it's all working well
1227,Iowa Central Community College,idk haven’t reached out to any
1228,Moorpark College,i do not know of any
1229,North Shore Community College,i don’t have much information. 
1230,Washtenaw Community College,almost all of it needs attention
1231,Mineral Area College,there needs to be more access
1232,Blackhawk Technical College,the care center is working 
1233,Chabot College,cares mental health counseling weekly sessions
1234,Macomb Community College,group study is great 👍 
1235,Mt San Antonio College,i don't use on campus services
1236,Pikes Peak Community College,haven't tried the services on campus
1237,Columbus State Community College,counseling services are very helpful 
1238,Blinn College,i dont know of any services.
1239,Northeastern Oklahoma A&M College,i haven't been given any 
1240,CUNY Borough of Manhattan Community College,they have people to talk to
1241,Arizona State,i have not used these services.
1242,Pacific University,none that i know of
1243,New York University,mental wellness activities like yoga
1244,University of Arizona,telehealth caps is great 
1245,Northwestern,more support after classes start
1246,UConn,more attention on suicidal programs
1247,Miami University,better and more companionate consolers
1248,UMich,the variety of resources offered
1249,New York University,my college offers counseling services
1250,Virginia,i have not used any
1251,UPenn,i dont currently use. 
1252,Carthage College,availability of meeting with peopel
1253,Arizona State,i dont know. idk. idk
1254,Rowan,talking to a grief counselor.
1255,UMass Amherst,eating disorders and anxiety 
1256,UMich,wolverine support network is incredible
1257,Duke,"caps 
blue devils phone call"
1258,Cornell,none of them are good
1259,University of Cincinnati-Main Campus,i am not sure. 
1260,Wright State,i don’t know of any
1261,Northeastern,"headspace access for students 
"
1262,Arizona State,free counseling that is offered
1263,Arizona State,definitely hire more counselors. 
1264,UIC,none of them have worked
1265,Arizona State,more focus on the “why”
1266,University of Washington,not sure. haven’t explored any
1267,Amherst,i am aware of none
1268,University of California-Santa Barbara,i haven't used any service.
1269,Colby,"counseling services, need more therapists."
1270,Colby,nurses and psychiatrists on campus
1271,Stony Brook University,caps works well for me
1272,Rutgers,none really at the moment
1273,Arizona State,the accessibility center needs work
1274,University of Wisconsin-Madison,i have never used any
1275,Dartmouth,the number of counselors 
1276,Syracuse,health and wellness center (barnes)
1277,UIC,never consulted any of them.
1278,South Carolina,"all aspects need more attention

"
1279,University of California-Santa Barbara,more eating disorder therapists 
1280,Boise State University,i haven't used the resources
1281,Marquette University,on campus counseling needs work
1282,Mercer ,social media encouragement works well.
1283,University of Kansas,counseling and psychological services 
1284,Barnard,i like their counseling groups
1285,UCLA,caps is working well. 
1286,Muhlenberg College,"unsure, have not used resources"
1287,Georgia,not sure what is well
1288,University of Maryland-College Park,training for mental health helpers
1289,Siena College,i haven't used any services.
1290,Siena College,i am honestly not sure.
1291,Syracuse,"tutoring, counseling, and professor care"
1292,Virginia Polytechnic Institute and State University,i do not really know
1293,Carnegie Mellon,no i don't know what
1294,Syracuse,the counseling program works well
1295,Arizona State,more support for online students
1296,Arizona State,i have not used any
1297,UC Berkeley,"online counseling, partnership with humanest"
1298,Penn State,i never looked into this
1299,Arizona State,honestly i'm not really sure
1300,Oklahoma,i am not entirely sure.
1301,Pitt,counseling center works very well
1302,Kansas State University,family center is good 
1303,Virginia Polytechnic Institute and State University,mental health week is good
1304,Muhlenberg College,access to services more easily.
1305,Duke,the publication of wellness resources
1306,Youngstown State University,id say it is okay
1307,University of Kentucky,on-site and walk-in counseling sessions.
1308,Ohio State,i truthfully do not know.
1309,State Fair Community College,"no idea, haven't used them"
1310,Orange Coast College,i really love the counseling.
1311,College of Lake County,more therapists to help students
1312,Hagerstown Community College,i have no idea. 
1313,De Anza College,one on one psychological services
1314,Los Angeles Mission College,none have helped me yet
1315,Truckee Meadows Community College,i haven’t accessed them yet
1316,Oakland Community College,nothing i can think of
1317,Mineral Area College,more involvement with children 
1318,Cecil College,i’m not sure exactly. 
1319,Butler County Community College,college did not support me
1320,Victor Valley College,i have not used any
1321,Jefferson Community and Technical College,i can talk to professors
1322,Ventura College,stress related and burnouts 
1324,UTEP,"honestly, i do not know"
1325,CUNY Borough of Manhattan Community College,mental illness needs more attention
1326,Clemson,counseling. more diverse staff 
1327,Arizona State,all needs more work
1328,Rowan,more and better therapists
1329,Ohio State,physical wellness programs 
1330,University of Arizona,im not sure 
1331,University of Arizona,caps is well known
1332,University of Arizona,just talking with people
1333,University of Arizona,i am not sure
1334,UMich,didn’t use any services
1335,UT Dallas,i do not care
1336,University of Arizona,i don't really know.
1337,Clemson,the pharmacy is okay
1338,Rowan,"none, and everything "
1339,UConn,students in general 
1340,UMich,moving online was good
1341,Hamilton College,not enough appointments avaliable
1343,Rowan,the animal program 
1344,Oklahoma,counseling. more counselors needed
1346,Ohio State,beyond your own buzz
1347,Ohio State,more advertisement of resources
1348,New York University,n/a have not used
1349,Manhattan College,the counselling center 
1350,California Institute of Technology,i really don't know
1351,Arizona State,i haven’t used any
1352,UConn,"some things, other things"
1353,Muhlenberg College,professors don’t understand 
1354,UCLA,many aren’t working 
1355,Florida,on campus therapist 
1356,UT Dallas,the 24 hour hotline
1357,Arizona State,i haven’t used any.
1358,UTEP,student health wellness center
1359,UB,i don’t know 
1360,Miami University,prioritizing a balanced lifestyle.
1361,Arizona State,i am not sure
1362,Arizona State,most need more attention
1363,UC Davis,telehealth counseling worked well.
1364,UB,having therapist is good
1365,Sewanee-The University of the South,caps is too slow
1366,Arizona State,counseling and telehealth services
1367,Tufts,i never tried any
1368,Wayne County Community College District,nothing is working well.
1369,Harvard,camhs is frequently unavailable.
1370,Clemson,the online services 
1371,IU,"caps, mindful meditation "
1372,University of California-Santa Barbara,i am not sure
1373,Barnard,δεν ξέρω  
1374,University of Rhode Island,being available for counseling
1375,Youngstown State University,"i am unsure 
"
1376,Arizona State,i do not know.
1377,Syracuse,"barnes center, therapy sessions"
1378,UB,health office in college
1379,Muhlenberg College,i haven’t used any
1380,Syracuse,barnes center at cuse
1382,Muhlenberg College,i’m not sure 
1383,Vassar College,group counseling is solid
1384,Arizona State,i am not sure
1385,Arizona State,i don't need any
1386,UB,i have no idea
1387,St Francis College,i don’t know 
1388,UCLA,don't know. never used
1389,California State University--Fresno,i don’t know 
1391,Boise State University,i don’t know 
1392,University of Illinois at Urbana-Champaign,i haven't used any
1393,Dartmouth,hiring more counselors 
1394,Aims Community College,such a stigma still
1395,Washtenaw Community College,i didn’t use them
1396,Santa Barbara City College,i’m not sure 
1397,South Coast College,i don't know 
1398,Montgomery County Community College,honestly i'm not sure
1399,Sussex County Community College,i don’t know 
1400,Eastfield College,my brain my life
1401,Cerritos College,online counseling meeting 
1402,Roane State Community College,all need more attention
1403,Western Oklahoma State College,how to manage stress
1404,Pima Community College,email notices work well
1405,Northern Arizona University,have not used any
1406,McHenry County College,on campus counseling. 
1407,Del Mar College,the work load 
1408,University of Kentucky,on-site and walk-in counseling
1409,Chandler-Gilbert Community College,personal mental health 
1410,John A Logan College,i’m not sure 
1411,Northeastern Oklahoma A&M College,student support services good.
1412,Duke,mental health services 
1413,Houston Baptist University,i am not sure
1414,Tufts,the office is comforting
1415,UC Berkeley,headspace subscription is nice
1416,CU Boulder,nothing and everything
1417,Arizona State,i’m not sure
1418,UConn,i don’t know
1419,New York University,meditation training 
1420,Clemson,more appointments 
1421,UConn,more therapists needed
1422,UT Austin,free counseling services
1423,University of Arizona,eating disorders!!! 
1424,Oklahoma State,online access 
1425,UT Austin,they all suck
1426,UMich,i'm not sure
1427,UC Davis,sexual assault 
1428,CU Boulder,i dont know
1429,Beloit College,i don't know
1430,University of Arizona,the price 
1431,UConn,group focused activities
1432,University of Arizona,haven’t tried any
1433,Williams,iws therapists 
1434,Rutgers,course work load
1435,UW Whitewater,diverse counseling staff
1436,Columbia,"
"
1437,CU Boulder,caps is terrible
1438,Arizona State,24/7 counseling services
1439,UC Davis,not using any
1440,Rice,the wellbeing office
1441,UC Riverside,i don’t know
1442,Tufts,not enough counselors
1443,Vermont,telehealth conferencing worked.
1444,Duke,wellness center events
1445,New York University,just better ones
1446,UNCG,not sure 
1447,UConn,dog therapy 
1448,Arizona State,making appointments online
1449,Arizona State,i don't know
1450,California State University-Fullerton,wellness center 
1451,University of Minnesota,the free therapy
1452,New York University,wellness center 
1453,Ohio Northern,overall is okay
1454,Arizona State,not sure 
1455,Arizona State,they’re working great!
1456,Oberlin,im not sure
1457,Siena College,i’m not sure
1458,Siena College,not sure 
1459,UTM,not sure 
1460,Vermont,not applicable here!
1461,Arizona State,i’m not sure
1462,Haverford College,need more resources
1463,UCLA,not too bad
1464,Purdue University-Main Campus,counseling center 
1465,Virginia,free telehealrh 
1466,Iowa State University,i don’t know
1467,University of Arizona,i don't know
1468,Arizona State,i'm not sure
1469,Hamilton College,most working well
1470,Siena College,a counseling center
1471,Stony Brook University,i don’t know
1472,University of Central Florida,not sure 
1473,Arizona State,don’t know 
1474,Oklahoma,more break days
1475,Stony Brook University,i’m not sure
1476,University of Washington,the availability 
1477,UConn,i’m not sure.
1478,UB,service pets 
1479,UCLA,don’t know 
1480,UC Berkeley,peer-to-peer counseling. 
1481,New York University,more 1on1 therapists!!
1482,University of Arizona,my job 
1483,Arizona State,i don't know
1484,Miss. State,need virtual options
1485,Siena College,haven’t utilized services
1486,Stony Brook University,talking to people
1487,Stony Brook University,haven’t experienced any
1488,University of Delaware,i don’t know
1489,University of Hawaii at Manoa,24 hour hotline
1490,Arizona State,more awareness 
1491,Barnard,too short term
1492,Arizona State,i'm not sure
1493,Georgia,talking to counselors
1494,Calvin College,counseling works well
1495,Carnegie Mellon,classes cause grief
1496,UB,counseling on campus
1497,Arizona State,therapy sessions. 
1498,Ohio State,group therapy 
1499,Virginia,timely care 
1500,Virginia,more resources. 
1501,Florida State,i'm not sure
1502,Louisville,i don’t know
1503,UMass Amherst,i'm not sure.
1504,University of New Mexico-Main Campus,i’m not sure
1506,Arizona State,communication about covid-19
1507,UB,stress relief dogs
1508,Louisville,suicide prevention. 
1509,Loyola University New Orleans,don’t know 
1510,Purdue University-Main Campus,i dont know
1511,Youngstown State University,everything is good
1512,Colby,need more counselors!!!!!
1513,South Carolina,the online therapy
1514,Barnard,availability of resources
1515,Washington State,i'm not sure
1516,IU,the counseling services
1517,University of Massachusetts-Lowell,tele group therapy
1519,UTEP,stress and anxiety
1520,York Technical College,all of them
1521,Kirkwood Community College,i don't know
1522,Iowa Central Community College,i haven’t used
1523,Connors State College,all of them
1524,Central Virginia Community College,not sure 
1525,Mt San Antonio College,counseling groups online
1526,Des Moines Area Community College,i'm not sure
1527,Montgomery College,peer counseling 
1528,Kaskaskia College,don’t know 
1529,Baton Rouge Community College,counseling services 
1530,St Charles Community College,meta therapy 
1532,Mt San Antonio College,im not sure
1533,Daemen College,i don't know.
1534,Raritan Valley Community College,i don’t know
1535,OCC,all are well
1536,Hudson Valley Community College,all of them.
