,School,Comment
856,Hamilton College,There needs to be more wellness programming that isn’t just counseling 
857,Arizona State,the random activities where it's like free painting bring me temporary seratonin
858,Kent State University,Counseling works well. More attention is needed in reducing stress for students
859,Arizona State,im not sure. i havent really used my college's mental health services
860,Washington State,Outreach about mental health has been good. More resources would be better
861,University of Cincinnati-Main Campus,"Not sure, I have not utilized any of them at this time."
862,Iowa Central Community College,I think teachers need to be more understanding of students mental health.
863,Tidewater Community College,I haven't used/not familiar with mental health services provided by the school.
864,Horry-Georgetown Technical College,Mental health needs more attention because it really effects a person 
865,Pierce College-Puyallup,More checking in on students’ mental health and easy access to resources
866,Waubonsee Community College,I think the aspects that need more attention are depression and grieving
867,University of Nebraska-Lincoln,"I think we have counselors, but otherwise, I don't know these resources."
868,University of Alabama at Birmingham,Telecounseling is working well. Making appointments can be a bit difficult. 
869,University of Mary Hardin-Baylor,I do not use any because I worry about being judged. 
870,University of Nebraska-Lincoln,"I do not use on campus services, I see a private therapist."
871,Texas A&M,I don’t know much about the college’s resources so maybe more advertising.
872,Temple,I have never used the school’s mental health or wellness services. 
873,Wright State,Need more staff so the wait list and not super long 
874,Williams,"Ive heard IWS is good, but I don’t really know otherwise"
875,UT Dallas,Being able to take more mental breaks from course load. 
876,Rowan,Don't know.  We have a bad reputation for mental health
877,Bradley University,None. We have resources but they have shown to be inadequate
878,Utah,i think all aspects can work to improve the current state
879,UTK,"Counselling is good, but we need more if them for students."
880,Notre Dame,The counselors are great but there are not enough of them
881,New York University,"short term counseling is good, but no options for long term"
882,New Jersey Institute of Technology,Well i think the counselling is good and advisors do care.
883,Mercer ,My current counselor at CAPS is good at what he does.
884,University of Arizona,I haven’t used any of the resources so I don’t know
885,Columbia,Couldn't say-I don't really use them since they're not very good
886,Purdue University-Main Campus,I don’t think my university gives the attention that it deserves
887,Arizona State,I have no idea what they have available to me 
888,University of Hawaii at Manoa,I have not utilized the services provided through my university. 
889,George Fox University,"More qualified people counseling on campus, not just practicing grad students."
890,MIT,none worked well; needs a new head of mental health 
891,Utah,I am not sure. I have not used campus wellness services.
892,UC Berkeley,The mental health services included in the school insurance is nice.
893,Mercer ,The counseling center is pretty good and I use it somerimes
894,Siena College,I am not sure as I have not utilized the services.
895,UB,The fact that we are able to make appointments is great
896,Barnard,a lot people dont know much about wellness program on campus
897,Arizona State,"Health service physicians are very helpful, would like more group therapy"
898,San Diego State University,I wouldn't really know what works well or what needs attention.
899,University of Alabama at Birmingham,"I’m not sure, but there are way too few virtual options"
900,New York University,I haven't really taken advantage of the resources available to me.
901,Bates College,CAPS is good. Mental health groups to connect might be helpful.
902,Youngstown State University,"I have no clue what is going on, at YSU anymore."
903,Kent State University,"On site counselors

Activities scheduled throughout week like therapy dogs on campus"
904,Oregon,Telecounseling but I wish there was more options for longer term
905,Macalester College,The availability of in person counseling appointments are too limited. 
906,Carnegie Mellon,"CAPS
More attention to make services more appealing for students to attend"
907,Penn State,I think there is counseling that help to support the students
908,Muhlenberg College,athletes mental health should be checked on a lot more. 
909,Montana State University,We need more long-term counseling services. 6 sessions is not enough.
910,UC Berkeley,More activities for everybody that can just go chill and relax
911,Citrus College,I really appreciate all the counselors here at citrus college! 
912,Gwinnett Technical College,"Things geared towards stressors like faith, sexuality, and other conflicts "
913,Lansing Community College,I do not know. I have yet to use their services
914,Germanna Community College,None of the services my college offers are useful to me
915,Columbus State Community College,Communication with professors and customer service reps from financial aid office.
916,Oklahoma Baptist University,I know no services that are offered that are free. 
917,Johns Hopkins University,Lack of staff for long-term mental health counseling needs attention.
918,Notre Dame,I don't use mental health services provided by my college.
919,UMich,I think the advertising for mental health services is effective
920,Grinnell College,SHAW is fine but counseling is nearly impossible to book
921,Texas Tech University,I have not used any health services at my school
922,UT Dallas,"I'm not sure, I am not a mental health expert."
923,UB,Unsure as I don’t use on campus mental health resources
924,University of Arizona,There just needs to be more advertisement of services 
925,Arizona State,Health Services are being a big help in the college
926,Arizona State,"I haven't used them, so I can't be entirely sure."
927,Boston University,"I don’t know, I haven’t used the schools health/wellness services"
928,Emory,There is no communication and inaccessibility to receive resources. 
929,Ohio State,I’m not sure. I’m the mentally healthiest person I know
930,University of Kansas,none that i am aware of; more service options 
931,UC Berkeley,Support groups work well. Anonymity is a little more difficult
932,UConn,nothing is working well shaw is a waste of time
933,Ohio State,I have not used any of the schools services. 
934,Carthage College,None of them work well. Every aspect needs more attention
935,Arizona State,I have not used any of the college services 
936,University of Delaware,counseling is good and free but could use a psychiatrist
937,UC Davis,I'm not sure I have not really looked into it.
938,Mizzou,I don't know why do I have to answer this
939,Arizona State,Not currently utilizing any services or supports from my college.
940,Virginia,There needs to be support for anxiety and depression. 
941,Arizona State,I don't have enough experience to evaluate the services. 
942,Arizona State,I have never used college mental health or wellness services.
943,UB,The grief and counseling center are both doing well. 
944,Arizona State,I haven’t used it so I would not know. 
945,University of Central Florida,The ability to choose between telehealth sessions or in-person sessions.
946,Kent State University,the amount of services is great. the quality is horrible
947,West Virginia University,The metal health center needs more staffing for more availability
948,Colorado State,Therapy services to students are accessible but appointments are limited
949,DePaul University,Counselors are good but maybe more expansion on psychiatrist 
950,Virginia,They did not work well but I managed by myself
951,University of Arizona,I’m not sure. I am unsure of the options available.
952,University of Nebraska-Lincoln,Big Red Wellbeing is doing well. CAPS needs more attention.
953,Fordham University,Not sure of any / too shy to seek out
954,UT Austin,the mental health hotline we can call all the time
955,University of Alabama at Birmingham,They have the resources but arent fiving effective counseling 
956,Arizona State,That counselors are understanding and are willing to help. 
957,Arizona State,I feel like make it easier to schedule appointment. 
958,Arizona State,I really do not know much about these services 
959,UCLA,I haven’t explored the mental health services enough to know
960,University of Arkansas,I like CAPS on call and their let’s talk progeam
961,Virginia,I'm not entirely sure. I don't use any of them.
962,UTEP,It all depends what is going on around our community.
963,Barnard,there needs to be a more expansive program for counseling
964,Lehigh,Some professors are lenient towards taking mental health days. 
965,Jefferson College,I don’t know enough about what they offer to say.
966,Central Maine Community College,Nothing that I know of besides regular student counseling 
967,Naugatuck Valley Community College,The 24/hr virtual mental health is really helpful.  
968,Louisiana State University-Eunice,I’m not too sure. I have not used any 
969,Mott Community College,"Not sure, never heard of/used any services provided by college"
970,San Bernardino Valley College,"Groups on campus, along with over the phone counseling "
971,Arizona State,Diagnosing and being able to prescribe medications to needed students.
972,Syracuse,We have no more mental health days. Bring them back
973,Brigham Young University-Provo,More attention and direction on how we can get help
974,Johns Hopkins University,Long term therapy is not available through my institution.
975,Stanford,CAPS does outreach well but services are largely unavailable.
976,UConn,"Not entirely sure, I haven't used many of them"
977,UMass Amherst,I don’t know cause I haven’t used them 
978,University of Hawaii at Manoa,I've never used the services so I can't comment.
979,Carthage College,N/A. I do not seek help from the school
980,Virginia Commonwealth University,the vcu psychiatrist it’s fine but that’s about it
981,UT Dallas,"I am not sure, I have not seeked counseling."
982,IU,The current Iupui wellness service is known as CAPS
983,Rowan,I think my school does the best they can
984,Arizona State,"I attend college online, so I’m not sure. "
985,Georgia Tech,Need more counselors and staff for the CARE center
986,UIC,I have not used the University mental health resources
987,Barnard,I haven’t used any mental health services here yet
988,UCLA,I think we need more affordable mental health options.
989,Harvard,Inaccessible. Should be a modernized system to seek help
990,University of Minnesota,The fact that they have a clinic is good
991,UB,I’m not sure because I never went to one.
992,UMich,I think CAPS could use more staff and funding
993,Barnard,i think furman needs more funds and support 
994,UT Austin,Well going to go see a counselor is good.
995,Harvard,I think the school should have more diverse psychiatrists.
996,Oberlin,Telehealth seems to be working well but is limited
997,UB,The professors don’t seem to take mental health seriously.
998,Arizona State,I feel that ASU tele-communicaiton works very well. 
999,New York University,I'm not sure since I never used these services
1000,Arizona State,Free counseling is great and should be continued. 
1001,UC Davis,I believe that their counseling are pretty good. 
1002,Youngstown State University,"I don’t know, I do not use the services."
1003,Cornell,I think they need more diverse mental health specialists.
1004,Yale,"Services are wonderful, need to be more available "
1005,UC Berkeley,Outreach and emails work fine. Education about mental health
1006,Haverford College,CAPs program seems to be really helping students. 
1007,Oberlin,I don't know. They haven't done enough for me
1008,Haverford College,More attention needed for mental health aspects of students
1009,University of Arizona,I feel like there should be more student outreach
1010,UB,They have some framework in place to improve quickly.
1011,IU,I haven't experienced any of the mental health services
1012,University of Illinois at Urbana-Champaign,it’s nice that the counsels are pretty diverse 
1013,Northeastern Oklahoma A&M College,I really don't know much about the services offered.
1014,Wayne Community College,I’m not aware of any service offered currently 
1015,Housatonic Community College,I’m not sure I have not tried any 
1016,fdtc.edu,"Not sure, I haven’t personally used these services. "
1017,Middlesex County College,There is none currently I can think of 
1018,Santiago Canyon College,I think they general aspect of counseling services 
1019,Hutchinson Community College,I am unaware of any mental health services. 
1020,University of Minnesota,More available counselors that aren't weeks out for appointments
1021,Georgia State University,Not much can be said on that front. 
1022,Bob Jones University,Sorry I’m not sure.  Phone support maybe 
1023,Texas A&M,Overall the access needs to be made easier 
1024,Texas A&M,The accessibility of services needs to be improved. 
1025,California Polytechnic State University-San Luis Obispo,I am not familiar enough with them. 
1026,Grand Canyon University,I have not used any of these services.
1027,Ohio State,I dont really know what my college offers
1028,Tufts,Telecommunication services for counseling to make it anonymous
1029,Grinnell College,"nothing is working well.
The college is not helpful"
1030,Georgia,"affordable therapy options, need expansion for regular attendance"
1031,San Diego State University,I would say that EOP has helped me
1032,UMich,U-M needs more therapists.  It's that simple.
1033,UMich,CAPS and wellness workshops are going well 
1034,UT Dallas,I don’t know. I never used the services
1035,Washington State,I have not used any services.  
1036,Spelman College,Sessions go well. Need more sessions more often.
1037,Arizona State,I think the mental health dept. Is great
1038,Ohio State,having a therapist and having more appointments. 
1039,Skidmore College,I haven't used the on-campus wellness services. 
1040,Arizona State,Spreading awareness about mental health options and counseling
1041,Haverford College,Not sure. Haven’t had any experience with them
1042,CU Boulder,Online counseling; making it more anonymous or private
1043,Arizona State,I haven't used any so I'm not aware
1044,Michigan State University,It’s not bad but could be better 
1045,Arizona State,The counseling services could definitely use more attention
1046,UC Berkeley,I'm not sure since I don't use them.
1047,Youngstown State University,I have no idea what my school offers…
1048,University of Arizona,I am unsure due to not using them
1049,UB,It’s impossible to see an affordable trained therapist
1050,UB,counseling services are well. Make it less taboo
1051,Arizona State,Better mental health services for online students 
1052,Harvey Mudd College,Mental health and wellness programs are working well
1053,Sewanee-The University of the South,CAPS in-person therapy has been a great help.
1054,UCLA,transparency and discourse surrounding mental health issues 
1055,UMich,The UHS system needs to be improved 
1056,Arizona State,I haven't gotten access so I'm not sure
1057,Ohio State,I never used any mental health wellness services
1058,UC Berkeley,"Not sure, I have never used any services."
1059,University of Arizona,I believe the resources need to be shared
1060,UIC,Less school work and relaxing on the weekend
1061,Stockton University,i think the program overall needs improvement 
1062,University of Washington,i dont know the process of it 
1063,Arizona State,"I’m not sure, I haven’t used any yet"
1064,Arizona State,"I don't see much, idk what is good"
1065,Syracuse,Free services offered at the Barnes center 
1066,Arizona State,More awareness on anxiety and undiagnosed adhd 
1067,Haverford College,I think the mental health services are good
1068,Penn State,I don’t know of any services to mention
1069,UIC,I have not used any mental health service
1070,Stony Brook University,I have not used any of those services.
1071,Iowa State University,I don't use my university mental health services
1072,GW,I think the counseling center is just understaffed
1073,Arizona State,Not sure because I haven’t used these services.
1074,Florida International University,Overall the campus should support more free meals
1075,Arizona State,Not sure. Haven’t used them or inquired 
1076,Siena College,I have not tried any college supported services
1077,Washington State,I have not utilized anything through my school
1078,CU Boulder,"I did counseling last year, it did help"
1079,Norco College,In person mental health counseling is working well
1080,Iowa Central Community College,The way roommates are assigned. Roommates really help
1081,Barnard,I appreciate my professors telling me about Furman
1082,Frederick Community College,I don’t know enough to give real input
1083,Rowan College at Burlington County,Every one of them is going well. 
1084,Johnson County Community College,I don’t know. I’m not using any 
1085,Salt Lake Community College,The pricing on services is very helpful 
1086,Mission College,I don't know I never tried those services
1087,Brigham Young University-Provo,I don’t know. I haven’t used them. 
1088,CU Boulder,I don’t know about the resources 
1089,Binghamton,Haven’t reciprocate any mental health consulting 
1090,UT Austin,For certain people the telehealth is great.
1091,University of Minnesota,Good communication of what is available 
1092,UMich,too backed up. nobody can get appointments
1093,University of Arizona,on-campus health but they charge you 
1094,UConn,I would like to see more dogs
1095,Rutgers,availability i heard is s big problem
1096,Northwestern,"Not sure, have never tried school programs"
1097,California State University-Chico,"I'm not sure, I haven't used any"
1098,University of Alaska,I’m unfamiliar with the campus resources 
1099,Boston University,Non applicable. Haven't partaken in such services.
1100,University of Massachusetts-Lowell,UMatter2 club was a great creation 
1101,UC Santa Cruz,Resources for off-campus psychiatry and wellness groups.
1102,Haverford College,I don’t have problem with mental health
1103,Arizona State,I don’t know I don’t go 
1104,Arizona State,None that I am aware of 
1105,UTC,I need accessible mental health support services.
1106,Arizona State,It's hard to find counseling services 
1107,Tufts,Professors are understanding of mental health issues
1108,University of Arizona,Spread more info on what's available 
1109,UC Davis,Having extracurriculars that help develop support systems
1110,Arizona State,I didn’t know that we had any?
1111,Amherst,Therapists who take patients more easily 
1112,University of Arkansas,I never hear much about the services
1113,UNCG, Counseling sessions and mental health workshops.
1114,Barnard,Better relationship with Furman and academic departments
1115,Arizona State,Free therapy services and on campus psychiatrist
1116,University of Central Florida,I believe that diversity is more needed.
1117,University of Arizona,More services for off campus students 
1118,UCLA,Making CAPS very accessible and advertised 
1119,Hamilton College,I haven’t used the health resources. 
1120,San Diego State University,The counseling and social change department 
1121,Haverford College,I don’t know much about resources here
1122,Muhlenberg College,the therapists are not good at all
1123,Muhlenberg College,"Communication was horrible, staff was wonderful though"
1124,Boston College,I don't know. I don't use them
1125,Stony Brook University,Availability. Needs to work on feeling safe
1126,Barnard,Pressed to do well in school 
1127,UB,I’m not sure I haven’t used any
1128,Haverford College,I don't know I've never used caps
1129,Arizona State,On campus peer groups work the best
1130,Colorado School of Mines,I have not used any services. 
1131,UC Berkeley,communications regarding where to go if needed
1132,University of Central Florida,I have no experience with anything provided
1133,Haverford College,The stuff that OAR does seems helpful
1134,George Mason University,Counseling and psychological services are working well
1135,Arizona State,I am not too sure about this
1136,Alabama,Honestly a better psychiatrist would be great
1137,University of Minnesota,I don’t know how to reach out
1138,Carnegie Mellon,Not sure because I haven't used any
1139,UC Davis,Student health and counseling (medical and psychology)
1140,UB,i don’t know enough about them 
1141,UC Davis,Mental health counseling at the health center
1142,Syracuse,More free therapy services would be nice
1143,Rensselaer Polytechnic Institute,None from the college work at all.
1144,Arizona State,I like the physicians at health services
1145,Dartmouth,The availability of therapists is working well.
1146,Arizona State,I’m not sure; I haven’t used them.
1147,Haverford College,Outreach is good but availability is not
1148,Pittsburgh Technical College,The college counselor is amazing to assist.
1149,College of Charleston,Don't know what services are provided 
1150,University of Minnesota,The counseling services are accesible and good
1151,Western Wyoming Community College,I think health and wellness does great
1152,Iowa Central Community College,"Emotions, and people just need to listen."
1153,Community College of Baltimore County,The overall well being of students 
1154,Houston Community College,"Nothing I can think of, thanks "
1155,Santa Rosa Junior College,I like the virtual calls and zooms
1156,Sierra College,The counseling and EOPS are going well
1157,Hillsborough Community College,Support groups for students on campus 
1158,Roane State Community College,The services seem to be working well
1159,Montgomery College,I don’t know about any services 
1160,Brookdale Community College,Speaking with a counselor over the phone
1161,Front Range Community College,"hot line call, virtual talk. meeting. "
1162,Minnesota State College Southeast,I haven’t used or needed any services.
1163,Orangeburg Calhoun Technical College,Programs to help students with mental conditions
1164,Notre Dame,Simply creating more awareness would be good
1165,Michigan State University,Just the Student Services Center! OCAT! 
1166,Vanguard University of Southern California,Counseling is working very well for many
1167,Texas A&M,Just more time slots for the hotlines
1168,UC Riverside,I like the emails notifiying of resources
1169,Georgia State University,I dont have a response for this
1170,Northwestern,Stop giving student so much stress
1171,Oklahoma,"I don’t know, something ig "
1172,UMich,CAPS but waiting times are long
1173,Brandeis,Counselors need to be more accessible
1174,UIC,i don't know what services 
1175,Howard University,Resources are not widely available 
1176,UCLA,Good therapist its just limited appointmens
1177,Morningside College,It all needs more attention 
1178,Columbia, 
1179,Harvard,I don’t know enough about them.
1180,Arizona State,Haven’t used any support from college
1181,Stanford,I am always so impressed tbh
1182,IU,Stressing out from certain situations. 
1183,UConn,Amount of support dedicated per student
1184,Carthage College,Support from the student community 
1185,Arizona State,Working well: ASU's counseling services https://eoss.asu.edu/counseling
1186,UConn,zoom calls with therapists on campus
1187,Tufts,Hard to get help in crises
1188,Vassar College,i don’t know really  
1189,UCLA,none i am fine with them
1190,University of California-Santa Barbara,I have not used these services
1191,Binghamton,I haven't used my college's services.
1192,Arizona State,I didn’t need to seek help.
1193,Miami University,I dont know yet. Havent used
1194,Arizona State,I have not used any services
1195,Amherst,working well: counselors. need more counselors
1196,UC Berkeley,Online counseling for in-state students 
1197,UC Riverside,More sessions for all students 
1198,IU,Therapy and access to medication 
1199,Sewanee-The University of the South,Well: support for international students 
1200,Barnard,I am not sure about that
1201,University of Wisconsin-Madison,"Publicity, informing students of available resources"
1202,Virginia Polytechnic Institute and State University,I am not currently seeking help
1203,Fordham University,Counseling services as well as CSTEP
1204,Whittier College,I think individual counseling is well
1205,UC Riverside,i like CAPS and the Well
1206,University of Maine,I don’t think anything is amazing
1207,Arizona State,ASU health services was good. 
1208,Haverford College,More diversity in psychological services staff!
1209,Brigham Young University-Provo,Not sure I haven’t used ir
1210,Carnegie Mellon,"I'm not sure, haven't used them."
1211,Virginia Commonwealth University,"Advertising it, reaching out to students"
1212,Florida International University,I like how supportive professors are.
1213,Rice,The telehealth and pet mental health
1214,Barnard,"Well: being available
Poor: being temporary "
1215,University of Illinois at Urbana-Champaign,"I don’t know, everything is good."
1216,University of California-Santa Barbara,I do not have an answer.
1217,University of Alabama at Birmingham,I have not used any services.
1218,NC State,Honestly they never have availability 
1219,Harvard,There needs to be more counselors
1220,CU Boulder,Our CAPS program is pretty useless
1221,Utah,Counseling and group wellness services. 
1222,Penn State,I personally have not used them
1223,Georgia,STEM courses exam difficulty and workload
1224,Arizona State,"Don't Know, never used the services"
1225,University of Nebraska-Lincoln,"Not sure, I haven't used any."
1226,Iowa Central Community College,I think it's all working well
1227,Iowa Central Community College,Idk haven’t reached out to any
1228,Moorpark College,I do not know of any
1229,North Shore Community College,I don’t have much information. 
1230,Washtenaw Community College,Almost all of it needs attention
1231,Mineral Area College,There needs to be more access
1232,Blackhawk Technical College,The care center is working 
1233,Chabot College,CARES mental health counseling weekly sessions
1234,Macomb Community College,Group study is great 👍 
1235,Mt San Antonio College,I don't use on campus services
1236,Pikes Peak Community College,Haven't tried the services on campus
1237,Columbus State Community College,Counseling services are very helpful 
1238,Blinn College,I dont know of any services.
1239,Northeastern Oklahoma A&M College,I haven't been given any 
1240,CUNY Borough of Manhattan Community College,They have people to talk to
1241,Arizona State,I have not used these services.
1242,Pacific University,None that I know of
1243,New York University,mental wellness activities like yoga
1244,University of Arizona,Telehealth CAPS is great 
1245,Northwestern,more support after classes start
1246,UConn,More attention on suicidal programs
1247,Miami University,better and more companionate consolers
1248,UMich,The variety of resources offered
1249,New York University,My college offers counseling services
1250,Virginia,I have not used any
1251,UPenn,i dont currently use. 
1252,Carthage College,Availability of meeting with peopel
1253,Arizona State,i dont know. idk. idk
1254,Rowan,Talking to a grief counselor.
1255,UMass Amherst,Eating disorders and anxiety 
1256,UMich,Wolverine Support Network is incredible
1257,Duke,"CAPS 
bLUE DEVILS phone call"
1258,Cornell,None of them are good
1259,University of Cincinnati-Main Campus,I am not sure. 
1260,Wright State,I don’t know of any
1261,Northeastern,"Headspace access for students 
"
1262,Arizona State,Free counseling that is offered
1263,Arizona State,Definitely hire more counselors. 
1264,UIC,None of them have worked
1265,Arizona State,More focus on the “why”
1266,University of Washington,Not sure. Haven’t explored any
1267,Amherst,I am aware of none
1268,University of California-Santa Barbara,I haven't used any service.
1269,Colby,"Counseling services, need more therapists."
1270,Colby,Nurses and psychiatrists on campus
1271,Stony Brook University,CAPs works well for me
1272,Rutgers,None really at the moment
1273,Arizona State,The accessibility center needs work
1274,University of Wisconsin-Madison,I have never used any
1275,Dartmouth,The number of counselors 
1276,Syracuse,Health and wellness center (Barnes)
1277,UIC,Never consulted any of them.
1278,South Carolina,"All aspects need more attention

"
1279,University of California-Santa Barbara,More eating disorder therapists 
1280,Boise State University,I haven't used the resources
1281,Marquette University,On campus counseling needs work
1282,Mercer ,Social media encouragement works well.
1283,University of Kansas,Counseling and Psychological Services 
1284,Barnard,i like their counseling groups
1285,UCLA,Caps is working well. 
1286,Muhlenberg College,"Unsure, have not used resources"
1287,Georgia,Not sure what is well
1288,University of Maryland-College Park,training for mental health helpers
1289,Siena College,I haven't used any services.
1290,Siena College,I am honestly not sure.
1291,Syracuse,"Tutoring, counseling, and professor care"
1292,Virginia Polytechnic Institute and State University,I do not really know
1293,Carnegie Mellon,No i don't know what
1294,Syracuse,The counseling program works well
1295,Arizona State,more support for online students
1296,Arizona State,I have not used any
1297,UC Berkeley,"online counseling, partnership with humanest"
1298,Penn State,I never looked into this
1299,Arizona State,Honestly I'm not really sure
1300,Oklahoma,I am not entirely sure.
1301,Pitt,Counseling center works very well
1302,Kansas State University,Family center is good 
1303,Virginia Polytechnic Institute and State University,Mental health week is good
1304,Muhlenberg College,Access to services more easily.
1305,Duke,The publication of wellness resources
1306,Youngstown State University,id say it is okay
1307,University of Kentucky,On-site and walk-in counseling sessions.
1308,Ohio State,I truthfully do not know.
1309,State Fair Community College,"No idea, haven't used them"
1310,Orange Coast College,I really love the counseling.
1311,College of Lake County,More therapists to help students
1312,Hagerstown Community College,I have no idea. 
1313,De Anza College,one on one psychological services
1314,Los Angeles Mission College,None have helped me yet
1315,Truckee Meadows Community College,I haven’t accessed them yet
1316,Oakland Community College,nothing I can think of
1317,Mineral Area College,More involvement with children 
1318,Cecil College,I’m not sure exactly. 
1319,Butler County Community College,College did not support me
1320,Victor Valley College,I have not used any
1321,Jefferson Community and Technical College,I can talk to professors
1322,Ventura College,Stress related and burnouts 
1323,LSU, 
1324,UTEP,"Honestly, I do not know"
1325,CUNY Borough of Manhattan Community College,Mental illness needs more attention
1326,Clemson,Counseling. More diverse staff 
1327,Arizona State,All needs more work
1328,Rowan,More and better therapists
1329,Ohio State,Physical wellness programs 
1330,University of Arizona,Im not sure 
1331,University of Arizona,CAPS is well known
1332,University of Arizona,Just talking with people
1333,University of Arizona,I am not sure
1334,UMich,Didn’t use any services
1335,UT Dallas,I do not care
1336,University of Arizona,I don't really know.
1337,Clemson,The pharmacy is okay
1338,Rowan,"None, and everything "
1339,UConn,Students in general 
1340,UMich,Moving online was good
1341,Hamilton College,Not enough appointments avaliable
1342,Vassar College, 
1343,Rowan,The animal program 
1344,Oklahoma,Counseling. More counselors needed
1345,Rock Valley College, 
1346,Ohio State,Beyond your own buzz
1347,Ohio State,More advertisement of resources
1348,New York University,n/a have not used
1349,Manhattan College,The counselling center 
1350,California Institute of Technology,I really don't know
1351,Arizona State,I haven’t used any
1352,UConn,"Some things, other things"
1353,Muhlenberg College,Professors don’t understand 
1354,UCLA,Many aren’t working 
1355,Florida,on campus therapist 
1356,UT Dallas,The 24 hour hotline
1357,Arizona State,I haven’t used any.
1358,UTEP,Student Health Wellness Center
1359,UB,i don’t know 
1360,Miami University,Prioritizing a balanced lifestyle.
1361,Arizona State,I am not sure
1362,Arizona State,Most need more attention
1363,UC Davis,Telehealth counseling worked well.
1364,UB,Having therapist is good
1365,Sewanee-The University of the South,Caps is too slow
1366,Arizona State,Counseling and telehealth services
1367,Tufts,I never tried any
1368,Wayne County Community College District,Nothing is working well.
1369,Harvard,CAMHS is frequently unavailable.
1370,Clemson,The online services 
1371,IU,"CAPS, mindful meditation "
1372,University of California-Santa Barbara,I am not sure
1373,Barnard,δεν ξέρω  
1374,University of Rhode Island,being available for counseling
1375,Youngstown State University,"I am unsure 
"
1376,Arizona State,I do not know.
1377,Syracuse,"Barnes center, therapy sessions"
1378,UB,Health Office in college
1379,Muhlenberg College,I haven’t used any
1380,Syracuse,Barnes center at CUSE
1381,Murray State University, 
1382,Muhlenberg College,I’m not sure 
1383,Vassar College,group counseling is solid
1384,Arizona State,I am not sure
1385,Arizona State,I don't need any
1386,UB,I have no idea
1387,St Francis College,I don’t know 
1388,UCLA,Don't know. Never used
1389,California State University--Fresno,I don’t know 
1390,Ohio State, 
1391,Boise State University,i don’t know 
1392,University of Illinois at Urbana-Champaign,I haven't used any
1393,Dartmouth,Hiring more counselors 
1394,Aims Community College,Such a stigma still
1395,Washtenaw Community College,I didn’t use them
1396,Santa Barbara City College,I’m not sure 
1397,South Coast College,I don't know 
1398,Montgomery County Community College,Honestly I'm not sure
1399,Sussex County Community College,I don’t know 
1400,Eastfield College,my brain my life
1401,Cerritos College,Online counseling meeting 
1402,Roane State Community College,All need more attention
1403,Western Oklahoma State College,How to manage stress
1404,Pima Community College,Email notices work well
1405,Northern Arizona University,Have not used any
1406,McHenry County College,On campus counseling. 
1407,Del Mar College,The work load 
1408,University of Kentucky,On-site and walk-in counseling
1409,Chandler-Gilbert Community College,Personal mental health 
1410,John A Logan College,I’m not sure 
1411,Northeastern Oklahoma A&M College,Student support services good.
1412,Duke,Mental health services 
1413,Houston Baptist University,I am not sure
1414,Tufts,The office is comforting
1415,UC Berkeley,headspace subscription is nice
1416,CU Boulder,nothing and everything
1417,Arizona State,I’m not sure
1418,UConn,I don’t know
1419,New York University,Meditation training 
1420,Clemson,More appointments 
1421,UConn,More therapists needed
1422,UT Austin,free counseling services
1423,University of Arizona,Eating disorders!!! 
1424,Oklahoma State,Online access 
1425,UT Austin,They all suck
1426,UMich,I'm not sure
1427,UC Davis,Sexual assault 
1428,CU Boulder,i dont know
1429,Beloit College,I don't know
1430,University of Arizona,The price 
1431,UConn,Group focused activities
1432,University of Arizona,Haven’t tried any
1433,Williams,IWS therapists 
1434,Rutgers,Course work load
1435,UW Whitewater,Diverse counseling staff
1436,Columbia,"
"
1437,CU Boulder,Caps is terrible
1438,Arizona State,24/7 counseling services
1439,UC Davis,Not using any
1440,Rice,The wellbeing office
1441,UC Riverside,I don’t know
1442,Tufts,Not enough counselors
1443,Vermont,Telehealth conferencing worked.
1444,Duke,Wellness center events
1445,New York University,Just better ones
1446,UNCG,Not sure 
1447,UConn,Dog therapy 
1448,Arizona State,making appointments online
1449,Arizona State,I don't know
1450,California State University-Fullerton,Wellness center 
1451,University of Minnesota,The free therapy
1452,New York University,Wellness center 
1453,Ohio Northern,overall is okay
1454,Arizona State,Not sure 
1455,Arizona State,they’re working great!
1456,Oberlin,im not sure
1457,Siena College,I’m not sure
1458,Siena College,Not sure 
1459,UTM,Not sure 
1460,Vermont,not applicable here!
1461,Arizona State,I’m not sure
1462,Haverford College,Need more resources
1463,UCLA,Not too bad
1464,Purdue University-Main Campus,Counseling center 
1465,Virginia,Free telehealrh 
1466,Iowa State University,I don’t know
1467,University of Arizona,I don't know
1468,Arizona State,I'm not sure
1469,Hamilton College,Most working well
1470,Siena College,A counseling center
1471,Stony Brook University,I don’t know
1472,University of Central Florida,Not sure 
1473,Arizona State,Don’t know 
1474,Oklahoma,More break days
1475,Stony Brook University,I’m not sure
1476,University of Washington,The availability 
1477,UConn,I’m not sure.
1478,UB,Service pets 
1479,UCLA,Don’t know 
1480,UC Berkeley,Peer-to-peer counseling. 
1481,New York University,More 1on1 therapists!!
1482,University of Arizona,My job 
1483,Arizona State,I don't know
1484,Miss. State,Need virtual options
1485,Siena College,haven’t utilized services
1486,Stony Brook University,Talking to people
1487,Stony Brook University,Haven’t experienced any
1488,University of Delaware,I don’t know
1489,University of Hawaii at Manoa,24 hour hotline
1490,Arizona State,More Awareness 
1491,Barnard,Too short term
1492,Arizona State,i'm not sure
1493,Georgia,Talking to counselors
1494,Calvin College,Counseling works well
